"@plavizmajevi @amuncan781 @sanjailic5954 Kake kao po obicaju, jedna ide toliko daleko da pise kako je Vucic uredio sve da je radnicima nikada bolje... Ma pucam se ja sa njima sefe... :)",0
Vučić je više puta pokazao da ne podleže pritiscima i uticajima drugih zemalja i da radi samo ono što je najbolje za Srbiju https://t.co/z6ZnfSG2lG,1
"Uspeh se na Balkanu uvek teško ""praštao"".  Svi oni koji ne priznaju uspeh Srbije, mogu  od Vučića da uče kao se treba botiti za nacionalne interese.",1
"RT @Vini_Pametnic: Opozicija bi samo novac i fotelje, Srbija i građani nisu na njihovoj listi prioriteta https://t.co/aCxrJHfVCQ",0
@OldManLogan985 @TecaValjevo @socdemstranka Ko o čemu Tadić o poštenju. Dobro se zna na čijoj nesreći je on došao na vlast.,1
"@kolundzija_nada Sve ono cime se pokojni Premijer bavio i sto je imalo smisla, najvise je odbacila stranka koju je stvarao i doveo na vlast i ljudi koji su zbog licnih interesa ukaljali sve ono sto je bilo dobro kod njega. Kako bi se osecao da zna da nisu cenzis presli u Beogradu?",0
"Prema poslednjim informacijama sa terena, demokratska opozicija ne moze da se dogovori o zajednickom delovanju i udruzivanju nekoliko manjih stranaka u jedan savez. Naime, kako saznajemo, nasli su 40 politicara za savez, ali ne mogu da se dogovore ko ce da bude Alibaba? 
Studio?",1
"RT @sns_srbija: Ђурић @markodjuric: Када год да избори буду, Јеремића чека исти резултат https://t.co/R9qGM32qEF",1
"Šta će na setu američkog horor filma kad svakog dana glumi u domaćem hororu? 
https://t.co/moTkd3pphp",0
"Gnusni botovi se nakupiše kako bi opravdali nasilje objekta svog obožavanja rečima kako je, eto, opozicija svojim ponašanjem zaslužila najodvratnije reči mržnje i uvreda. Botovi su vredni svakog prezira i gađenja. To nisu ljudi već crvi koji podržavaju i brane zlo. Za debeli keš.",0
"Opozicija neka kritikuje samo to jedino i znaju a predsednik sa svojim timom ce ce da nastavi da radi jos brze,jace i bolje i tu je ogromna razlika izmedju njih. https://t.co/VBmqCd8AsG",1
"Program je fenomenalan. Od brojnih tacaka koje mi se dopadaju, ipak izdvajam lustraciju. U okviru te tacke se ogleda sva panika i nemoc kao jasna poruka da ce biti revansizma, ako osvoje vlast i da ce zabranjivati svojim politickim protivnicima da se bave politikom. Ma, bravo! 👏 https://t.co/VgzpcKxckq",0
Taj tkzv savez opozicije moze da broji i 30 stranaka nista im to nece znaciti jer gradjani odlicno znaju ko su i sta su oni.Dovoljno je videti samo ko je u tom savezu i da bude svima jasno.https://t.co/HH3hbSaAW1,1
Vucic na setu horor filma. Srbija odavno postala horor zemlja.,0
"Vučić: Svi Srbi znaju da je Kosovo izgubljeno.
Mihajlović: Opozicija napada Vučića u jeku borbe za Kosovo.

Ja: https://t.co/zF2700BYnp",1
"Zamenik šefa odborničke grupe #SavezZaSrbiju u Skupštini grada @Nik_Jov zatražio je danas od vladajuće koalicije da organizuje sveobuhvatnu javnu raspravu o sudbini Poljoprivrednog kombinata Beograd (PKB), čiju prodaju vlast najavljuje za avgust. https://t.co/6w4UqLaARg",0
"Čestitke na pobedi! Narod je izabrao!
https://t.co/xPG12K1RC5",1
"još jedan pikazatelj da je 6 oktobar neophodan,inače Srbija neće preživeti ovu bagru",0
"@SlobaGeorgiev Vec neko vreme iznosis svoj negativan prema mogucim resenjima za KiM,a nigde da cujemo tvoje?!Nema ga,ali si zato prvi kad treba da se pljune Vucic.",1
imamo mafijašku vlast...bagra,1
"RT @19paton44: Čekajte, zar je neko i očekivao drugačije, kakva bre opozicija, pukli su oni odavno. https://t.co/q8nJXrGo2D",1
"RT @magicalgirl926: Vucic nece dozvoliti da nam kvaziopozicija smeta da napredujemo.
https://t.co/lj7KgKBI9V",1
Narod je po ko zna koji put pokazao da se u Srbiji ceni rad i poštenje i da lopovima više nema mesta na poliitičkoj sceni Srbije.   https://t.co/PNa1bxP7zT,1
RT @stevostevica21: Sa boljitkom ekonomskih uslova dolazi do povecanja plata i penzija https://t.co/fVtsHNCX2V,1
"RT @stevostevica21: Srbija polako ali sigurno staje na svoje noge, sto je rezultat odgovorne politike koju vodimo.Srbija ima buducnost http…",1
"RT @Iskra18104405: Narod je opet pokazao u koga ima poverenje.
https://t.co/ZwkMGGzorC",1
Хвала што сте најбољи https://t.co/b0CwNgNi0x #vucic #brzejacebolje,1
"Umesto sto se simpatizeri opozicije blamiraju preporuka im je da uzmu tefter i da prosetaju ne samo ulicama Beograda, nego i malo sire. Malo informisanosti im ne bi skodilo, jel ovoliki nivo neupucenosti postaje nepodnosljiv. 😂 https://t.co/tKrPk0vv0b",1
"Вучић: ""Београд на води"" је нови драгуљ Србије https://t.co/qGW2XQ6eZw #vucic #brzejacebolje",1
RT @stevostevica21: Licni interes je ono sto je oduvek prevladavalo kad je u pitanju opozicija https://t.co/0DmZO6M8GB,1
"Ako je Djilas do sada imao povremenu glavobolju od licnih ispada dvojice Veselinovica, a migrenu od Jeremicevog upornog soliranja, nije to nista. Sad kad je tu i Bosko - Djilas ima da oseti sta znaci iskonski bol. Jer Bosko ni sam ne zna sta ce kad da kaze ili uradi. 😊😊😊",1
"Svidjalo se to nekima ili ne, ali Vucic radi u najboljem interesu Srbije i srpskog naroda sto se na kraju krajeva vidi i po rezultatima https://t.co/bIKrS8BQme",1
"Naravno da vlast tvrdi da nema sirotinje u Srbiji, kad pored nje projuri audijem 250 km na sat!",0
"Okupila se opozicija oko Đilasa da ga podrži u borbi protiv rijalitija, jer joj je valjda glupo da kaže istinu da su se okupili zbog funkcija i pune državne kase na koju su se ustremili. https://t.co/c0D7LRy83e",1
"RT @gerila_rs: (VIDEO): „Vučić će pokušati da pokrade referendum i izbore, zapad će mu to dopustiti""! https://t.co/4Hh1DMQFuF",0
"Kad sam trazila podrsku za posebnu sednicu o bezbednosti u Bg,gradska  vlast je s ismevanjem odgovorila:""To je nadleznost Republike,a Bg nikad bezbedniji"". Koliko jos ljudi treba da bude ubijeno ili umlaceno da rezim preuzme odgovornost i pokaze brigu?!",0
"Čitam kako naša opozicija kuka kako nikad gore nije bilo. Moguće da njima i nije, do sada su uvek mogli da kradu. 
Ali ostali, koji regularno rade, nemaju primedbi, banke kažu da je ove godine za Srbiju najveći rast za 10 godina. https://t.co/5CAcVX9P4p",1
"Bravo za predsednika koji prepoznaje uspeh i ulaze u sport! Bravo za tim! Poverenje ste odavno opravdali. SAMPIONI PO CETVRTI PUt uzastopno, malo li je. PONOS SRBIJE https://t.co/xedhn2e0Jv",1
"RT @_Cherokee76: @Opozicionari Sadašnja opozicija je u većini zaslužna za ovakvi stanje oko Kosova,svijim necinjenjem i tadašnjom prodajom…",1
Ko kaže da ova vlast ne misli na svoje građane ? U Beogradu gradonačelnik svečano otvorio tri kućice za vrapce !,0
"@jeremic_vuk @avucic Gospodine Jeremiću, kako bi bilo da se malko manete Tvitera (i vi i ostala opozicija) a da organizujete TV kanal koji ne bi bio pod kontrolom vlasti nego opozicije (STB, B92, INDEKS....). Da se manemo mlaćenja prazne slame! Samo predlog, jer nisu svi na Tviteru.",0
"A to što su turiste ostavili unezverene, pogubljene i na cedilu za vreme EXIT-a kada vozovi nisu išli do Novog Sada, to ćemo da računamo u borbu protiv upotrebe narkotika.",0
"U totalitarizmu nema slobode medija, vladavine prava i NEMA SLOBODNIH IZBORA.
Borba protiv ovog režima mora se voditi uvek i svuda ali ne učešćem na nameštenim i pokradenim izborima zarad nešto mandata i para.
Opozicija ukoliko na to pristane biće saučesnik u uništavanju države.",0
RT @IvicaJovanovi2: Aman dok kada će više ovi nesrećnici iz opozicije imati inspiracije da lupetaju. Kultura na nivou nema dalje.,1
"Zar bas toliko nema sta drugo ni da se spinuje,kada Vucic mora i dalje da govori da je misljenje Medj.suda pravde overilo kosovsku nezavisnost, potpuno ignorisuci objavljene dokaze da je i on tada to podrzao i da to misljenje nikako ne moze biti ""pecat na kosovskoj nezavisnosti""?",0
"Hhahah Obradović i Djilas su teška komedija. Moraju bre da sednu da se lepo dogovore, dal će da se pljuju il će da se tale. Ovako su mnogo smešni, a i jadni.  https://t.co/rV5LHqqXpD",1
"@AtomMetafizicar @Nik_Jov Vlast pokušava da spasi što se spasiti može! Sve ste uništili, rasprodali i pokrali, treba vremena da se stvari vrate u normalu!",1
"Sigurniji sam ja u Harlemu nego Vucic u Srbiji, zna on dobro sta bi mu se desilo kada bi prosetao bez obezbedjenja kroz neki blok zgrada gde zive ljudi srednje generacije...pomozi boze da toliko izgubi razum da krene u tu, poslednju setnju...",0
RT @sns_srbija: Ђурић @markodjuric: Читава Јеремићева политичка каријера је велика лаж и превара https://t.co/zgyFwlGsch,1
RT @sns_srbija: Ђурић @markodjuric: Јеремић да отпочне дијалог са сопственом савешћу https://t.co/UiAvidf8dw,1
RT @sns_srbija: Александар #Vucic @avucic: Србија не може да пружи више од онога што су њени интереси https://t.co/9GvXJcm1y4 https://t.co/…,1
"RT @sns_srbija: Александар #Vucic @avucic: Наставићу борбу, српски народ више неће бити губитнички https://t.co/UXuLtS6vwV https://t.co/sYv…",1
"RT @sns_srbija: Стефановић @NesaStefanovic: Јеремић, Тадић и Ђилас довели Србију на ивицу банкротства и пропасти https://t.co/6UHzJ5koVl",1
RT @sns_srbija: Александар #Vucic @avucic: Отварањем фабрика враћају се у живот српски градови https://t.co/vinXYTXQUn https://t.co/xI5Kla0…,1
RT @sns_srbija: Александар #Vucic @avucic: Сваки изграђени километар од огромног је значаја за Србију https://t.co/hTNceos0f9 https://t.co/…,1
"@1kujovic @plavicuperak4 @sns_srbija @NesaStefanovic Lidere opozicije zanima i vlast, a i gradske kase... Znaju da je velika količina novca u pitanju, pa ne prezaju ni od čega i grabe, krčeći put ka parama koje će za sebe da prisvoji...",1
"Pročitati pod obavezno.

Odlična analiza šta je to #avucic u zadnjih 6 godina “uradio” za građane KiM i očuvanje teritorijalnog integriteta #Srbija?

I što je najvažnije - pisano od strane osobe koja živi na KiM! https://t.co/ljKPwNzTu3",0
RT @rasadangubic: Ni malo ne sumnjam da će država upotrebiti sve resurse da suzbije kriminal na ovim prostorima. https://t.co/uCe2kq7I4n,1
"@MilenkoJovanov U oba slučaja, teski lopovi. Lopovi fasisti i lopovi tajkuni. Glavni kapo Djilas tajkun rijaliti Dragan, trovac Srbije.",1
"Дакле сад знамо, 4. новембра Вучић ће покушати да поклони независност Косову. Сасвим довољно времена имамо да га спречимо у томе. Ако му успе, није он крив - ми смо криви. https://t.co/iQxTbaqmV5",0
"Борићу се за долазак инвеститора у сваки град и у
свако село у Србији.

- Полагање камена темељца за фабрику Форверк у Прељини. https://t.co/AG5z1fRm8K",1
"Вучић: ""Београд на води"" је нови драгуљ Србије https://t.co/2XulEkwotY #vucic #brzejacebolje",1
"@iris_petrovic @sanjailic5954 @SlobaGeorgiev Djilas je uzeo i ono što je bilo dostupno u kasi i ono čega nije bilo.... Pa je tako zadužio Srbiju, a dugove vratio nije, već je to morala da uradi sadašnja vlast...Tako da ove Slobodne gluposti niko neće ni rezonovati...",1
"@Radio_Films No, ima tu nešto. Ovo je i dokaz da se i ovi nečega plaše. Dokaz da su Vuk i Djilas na pravom putu,a ovi najbolje znaju čega se plase?",0
"RT @visnja034: Koliko još dokaza treba da opozicija shvati da građani Srbije, jedino veruju SNS. 
https://t.co/12ylyh7UuN",1
RT @srbininfo: ВУЧИЋ И БРНАБИЋКА ПОКЛАЊАЈУ СВЕ СТРАНЦИМА: Србија роб крупног капитала и ММФ-а https://t.co/GYdRxy8eOQ,0
"@gerila_rs Lopovi iz opozicije. Cutite malo. Djilas tajkun, Jeremić sampanjac svetski sljam.",1
@SlobaGeorgiev Opozicija ne mora da brine. Oni se voze luksuznim automobilima a u GSP udju samo da se slikaju u kampanji.,1
@SMarkovic018 Fabrika Leoni nije postojala dok je Vucic nije orvorio i zahvaljujyci njemu danas nasi ljudi rade!,1
"Pre devet meseci, u Beogradu je održana Osnivačka skupština @StrankaNarodna.

Juče je u Priboju formiran njen STOTI lokalni odbor.

Hvala svim čestitim ljudima koji su u nju stupili da bi poneli barjak slobode.

NE MOGU NAS ZAUSTAVITI!!
https://t.co/jtwZIvXtwY",0
"Gradonacelnik otvara kucice za vrapce,Vucic ide po snimanjima horor filmova. Shizofrenija level pro.",0
"Njima bi bilo dobro da mogu da kradu to su radili 12 godina,navika je čudo ! 
https://t.co/p7zg0zLO1z",1
"@somboracmarko Somborac, ne lupetaj gluposti. Mora da je Djilas poceo da ti daje dzeparac.",1
Kakav narod takva i vlast.... https://t.co/Qqmq2588AY,0
@MiodragTvit @amuncan781 @savaa_savanovic @muki68 @jeremic_vuk Na sam pomen izbora opozicija se sva pogubi.,1
"Jeremić ne haje za volju naroda on bi po svaku cenu na vlast,ali njegova politika nema podršku građana,kada shvati biće mu lakše....https://t.co/roICRoRNI5",1
"Ovo je najbolji pokazatelj koliko nam je zapravo opozicija slaba i nemocna, ako se ovo uopste i moze nazvati opozicijom https://t.co/sUk1dKJQCa",1
"@julijaroberts Jeb.....ti drzavu u kojoj u istom danu min. policije objavi da je ubijen advokat i da je, naravno, njegovom zaslufom smanjen broj ubistava u Beogradu
 Pa to nema ni u Zanzibaru.",0
"Opoziciji u Srbiji smeta vlast jer nisu u mogucnosti da kradu. Njihova kradja i rad protivno interesu drzave doveli su nas do tog stadijuma da se sada borimo za izgubljeno KiM za koje su licno opozicionari odgovorni kada su bili na vlasti.
https://t.co/SdUbYFeqDB",1
RT @srbin2017: Вучић се лавовски бори за интерес државе Србије. https://t.co/EG0MBebXD7,1
"Borba protiv kriminala ne prestaje. Ubistvo poznatog advokata je razlog  zbog cega kriminal u Srbiji mora da se iskoreni. Ovo je dodatni motiv da se nastavlja beskompromisna borba protiv kriminala u Srbiji i da se na taj nacin zastite gradjani.
https://t.co/IrLVRUR48b",0
Vučić uvek podržava uspeh i vrhunske rezultate ! https://t.co/9gocYUJjMi,1
"@ZeljkoSerbia Jbg. to ti je što ti je. Ili još bolje, to nam je što nam je. Ako smo glupi, nestaćemo. A jesmo.
To se vidi na svakom pokazatelju.
Vučić nije slučajnost. Nisu ga birali Eskimi.
Kakav narod, takva vlast.
Znaš li da smo među najnepoismenijim nacijama u svetu?",0
"Jos jedan pokazatelj da je elita samo trazi razlog da pljune Vucica, a to sto ne znaju ni osnovne stvari, to ih uopste ne interesuje, brukanju nikad dosta..  https://t.co/VaDSBuXYo8",1
"kad opozicija nema pametnija posla nego se bavi sa dve babetine
https://t.co/jOP2zKZisl",1
"Vucic se bori da se osecamo bezbednije i sigurnije u svojoj drzavi, da nam deca mirno i bezbrizno odrastaju. Kriminal je itekako smanjen u odnosu na ranije sto jako raduje gradjane. https://t.co/mvWK6Jp6vy",1
@taxpayer_rs Vucic je samo jedan od katastrofalnih lidera koji nam je zapad doveo na vlast tokom ovih godina od Slobodana Milosevica koji je bio bankar iz Cikaga.,0
"RT @magicalgirl926: Opoicija dalje od Vucic je kriv za sve , ne vidi. Bolje bi im bilo da se obrazuju umesto sto se brukaju.
https://t.co/B…",1
"Vucic se bori za srpske interese,bili smo na kolenima a sada imamo jaku vojska ,rastu plate i penzije grade se fabrike i putevi i to sve zahvaljujuci Vucicevom trudi ,radu I zalaganju za nas i za sigurnu buducnost nase dece                https://t.co/BnbTbTaWVB",1
"neverovatno,  skoro 30 godina u sportskom klubu #vlast igra ista ekipa, samo menjaju dresove, nisu sami došli tu, vi ih birate 💩💩🌶🌶",0
"Kojeg agresora matere ti? Zna se da nisi 'titinovac' pa da se držiš one ""radimo kao da će 100 godina biti mir, a spremajmo se kao da će sutra biti rat"" (tako nekako)... Dokle i kome?

Vučić: Kako bi odvratila agresora Srbija se mora još brže naoružavati https://t.co/4OteAzHdxr",0
"Dali plakati ili se smejati dilema je sada,a ovi bi da vode državu! 😀😃😄😂 https://t.co/utYXLn26pI",0
"@DW_Srpski Zašto advokati ne tuže političare ? Ako advokati ćute, a novinari imaju različite standarde o zločinu, građani mogu doneti pogrešne zaključke. #dasenelazemo https://t.co/8CNW6hW0rN",0
"@Jelennah169 @avucic @predsednikrs @jeremic_vuk Sve su to pitanja koja bi mediji trebalo da postavljaju, sto da ne i opozicija, kao sto je i nekadasnja, samo treba i dokaza
A. Soros je bio, ispalo da je cerka i dubinski razgovori sa mocnicima
B. Razumem da i VJ treba da se przi, samo ne razumem sto onda ne i AV",0
"RT @StrankaNarodna: Osnovali smo STOTI odbor u Srbiji!

Rastemo i ne planiramo da stanemo!

#Narodnastranka #prvih100

https://t.co/XrnZfTx…",0
Apsolutna podrška Aleksandru Vučiću i SNS.Zna narod kome može verovati i ukazati poverenje.,1
"@SavezZaSRB @Nik_Jov Opozicija i dalje nesto prica. Vuk sampanjac Jeremić je lepo pricao, da je Dragan tajkun Djilas, uzeo milione za prilazne puteve, Mosta na Adi. Sada su zajedno. Sta reci. Narodski receno, lopovska posla.",1
"@BudimirDj @budimir_soskic Molim vanrednu konferenciju za štampu kako bi im Vrhovni uzurpator saopstio da su olos ,šljam , da su im to napisali Djilas , Jankovic, Jeremić , a on radi nonstop ne spava i bori se za Kosov i boljitak gradjan Srbije , a to sto neki kriminalac opere pare , pa šta on tu može",1
"@sns_srbija @markodjuric Vucic hrabro i mudro, i uvek u interesu naroda.",1
RT @njuznet: Vučić: Kukavice iz opozicije ne smeju da gledaju kako im se obraćam u lice sa televizora https://t.co/Vm9bAnOWlG https://t.co/…,0
"@Nik_Jov Tako se to radi, a ""beskrvna opozicija"" neka nastavi o kućicama za vrapce.",1
"@RadivoevSasha Ne razumem tvoj politički nerazum. A ti očito funkcionises po sistemu - Ko nije sa nama, on je protiv nas. Tako počinju svi totalitarizmi. Imam svoju političku opciju, , a to nije ni ono što imamo ni ono što smo imali. Vodeći ljudi Saveza su oni što su bili vlast i obrukali se.",0
"@PohotniLenjivac @jeremic_vuk @avucic Kupuje od nasih para,a i ko nas jebe,ovce i sluze za sisanje.
Zato sam i odlucio da budem magarac,jer magarac ima veliki kurac i Vucic moze da se posluzi umesto vune.",0
"@tviter_bee Žuta opozicija! 
😂🤣🤣🤣👍",0
"Kakav Ruski ili Američki uticaj, pa njega zanima samo njegov i uticaj @avucic. Biznis partneri, a @SPDveri su im vlasništvo kojim su upravljali malo levo pa desno.

VIKILIKS OTKRIVA: Đilas hteo da hapsi članove Dveri zbog Parade ponosa! https://t.co/jNfNPG8bww",0
"@DragoKovacevic A ovi se ne brukaju. Pa o njima nemate komentare. To je ono sto me brine. Inace vasa politicka opcija je skriveni deo SNS-a, takodje je bila vlast i nije se proslavila.",0
"RT @MKrivokuca: Pre će biti da je Djilas spucao.
https://t.co/kET86LDw2X",1
RT @VladimirTodoric: Народна странка: Стефановић мора хитно да буде смењен због десетина нерешених убистава https://t.co/46mKw87Jb0,0
"Slina: ""Jedini interes okupljanja opozicije u SzS je dolazak na vlast, jer je to jedini način da se objasni zašto se okupljaju oni koji imaju različite političke programe.""

Na slici, ekipa okupljena oko SNS-a. Rusofili, komunisti, monarhisti, nacoši, verski fanatici, divota... https://t.co/JRz1IfrdZO",0
"Alo, budalaši. OBAVEZA opozicije je da kritikuje vlast. A ""borba za Kosovo"" vam je izgovor još iz Slobinog vremena

https://t.co/bHm5gpj41k",0
"@ubistruja @muki68 @DukoMijatovi @PohotniLenjivac @jeremic_vuk @avucic Šta ja imam veze sa tim.Znao sam i poznajem mnogo ljudi širom sveta, ne znam ko se čime bavi,niti me to interesuje.A i da ti kažem da ovo radim iz uverenja jer verujem da će ova vlast izvesti Srbiju na pravi put.",1
"OVA VLAST UDARA NE SVE I SVAKOG, ČVRSTO REŠILA DA SATRE OVAJ NAROD! 😵😠😡
https://t.co/6NmHEJQPcI https://t.co/6NmHEJQPcI",0
Opozicija je grupa neorganizovanih gubitnika.,1
@PohotniLenjivac @rasadangubic @muki68 @DukoMijatovi @jeremic_vuk @avucic Raša pojma nema ko šta radi od njegovih prijatelja al zato zna da je iva vlast super.,1
"@vojvotkinja87 @1kujovic @plavicuperak4 @sns_srbija @NesaStefanovic Naravno da se opozicija svim silama trudi da dobije pristup fondovima i državnoj kasi... Oni sve rade samo iz tog cilja, a dobrobit naroda im uopšte nije važna...To je narod dobro prepoznao, pa su na izborima doživeli debakl...🙂",1
"Opozicija valjda i jeste tu da kontroliše parlament! Da ukazuje na propuste i da diskutuje o problemima i važnim stvarima!
U demokrariji je takva situacija!",0
Narod uvek prepoznaje ko je na njegovoj strani i ko se bori za njega ! https://t.co/Mixo5atQoL,1
"Oduvana opozicija kao jesenje lišće
https://t.co/FPt0G0uIiR",1
"@BaneKuzmanovic Istina je da niti idete svi ujedinjeni, nor ste izabrali da idete pod ideološkom vizijom.
Prvo zato sto se ne poštuje jednakost učesnika/stavova
A drugo jer se bojite da vam je vucic  izjeo mantru pa je prežvakao.

Tako da, sreća prati hrabre. Ovo između je Q.",0
"RT @jutarnjiglas: Episkop Atanasije: Nije srpski narod to­liko glup, koliko je Vučić nedotupav https://t.co/cv07PQDz9p https://t.co/ZgWUqdM…",0
"RT @VDobro2002: 100!
Ponos i zahvalnost za sve dobre ljude Narodne stranke, bez kojih ovo ne bi bilo moguće.

https://t.co/gOdIPeaoJQ",0
@SavezZaSRB @Nik_Jov A Djilas i kompanija opet pokusavaju da zamazu narodu oci.Naravno i ovaj put ce biti debakl koji ce im jasno staviti na znanje koliko su nebitni.,1
Narod zna kome daje poverenje i kome veruje kao i ko može da rešava probleme na svakom delu teritorije Republike Srbije. https://t.co/9msDUQ2bvy,1
RT @dragacerovic: Zato naša opozicija i misli da nikad gore nije bilo....za lopove https://t.co/ebCMMse7qJ,0
"@dragacerovic @SM_blue98 @SlobaGeorgiev Eh da je samo to Djilas ""kupio"" na kredit pa nije platio...i posle toliko godina ostaju repovi zbog kojih svi gradjani ispastaju.Nego Sloba po naredjenju mora da pljune vlast cak i po cenu da ispadne smesan,kao npr.sada.",1
"Ljudi ne znam da li pogrešno primećujem, ali kako su naprednjaci došli na vlast nema ni vrabaca u Beogradu.",0
Samo da ne subvencionisemo ove bumbare od nase sirotinje.😁,1
"Neša slina reče da oni hoće da dodju na vlast da bi pljačkali ovaj narod. Jebote, a šta je ovo. Humanitarna donacija. https://t.co/de1cF2J56u",0
Vucic na setu Americkog horor filma. Narod na setu Vucicevog horor filma.,0
"FOTO  Nehumani uslovi u “kampu” u Velikoj Kladuši: Dok vlast razgovara, migranti spavaju i kupaju se u blatu pod otvorenim nebom https://t.co/MjlIahIhHQ via @indexbh",0
"@Opozicionari Bio slogan ""Kosovo je Srbija"", a prodadoste ga za sitan bakšiš, pa sad optužujete sadašnju vlast za lisice i okove koje ste sami vezali svima nama oko vrata?!",1
"Živimo u zemlji gde:

Ljudi ređe peru zube jer se to radi posle jela.

Zmije beže iz sela jer nemaju više kog da ujedu.

Završiš fakultet i ideš preko, a ako kupiš diplomu postaneš vlast.

Predsednik čita 600 strana, a laže bar 700.

Većina glasača koristi olovku samo na izborima",0
@Vladimir_Djuric Zato što za razliku od ostatka opozicije ne glođu koske koje vlast baca. Najbolji način borbe protiv radikala je ignorisanje.,0
"Srpska vlast obeležavanje godišnjice progona Srba iz Hrvatske koristi za flert sa biračkima. Sve to dok hiljade izbeglica ni danas nema krov nad glavom, a neke se izbacuju iz stanova, piše u autorskom tekstu za @DW_Srpski sociolog Dario Hajrić (@romulian) https://t.co/J4DTKUWKp1",0
RT @Magarac8: @NSPM Vucic moze duze pod vodom nego li da ne slaze.,0
"SNS-u svaka čast na izvanrednom izbornom rezultatu!
O opoziciji već ne znam šta da kažem, osim da im poželim sreću u borbi protiv rijalitija, koje su oni doveli u Srbiju. 😁  https://t.co/JfwUFRgkWo",1
RT @IvicaJovanovi2: Aman dok kada će više ovi nesrećnici iz opozicije imati inspiracije da lupetaju. Kultura na nivou nema dalje.  https://…,1
RT @rasadangubic: Apsolutna podrška Aleksandru Vučiću i SNS.Zna narod kome može verovati i ukazati poverenje. https://t.co/YdpFgSJKzS,1
"Debili koji glume tzv. opoziciju bi na čelu neke Mesne zajednice,svojim neznanjem bili opasnost ! https://t.co/AxZXdiK4h6",1
"Plakati ili se smejati dilema je sada,a ovi debili koji su umuslili da su opozicija bi da vode državu! 😀😃😄😂 https://t.co/utYXLn26pI",1
"@Jokanaaa @SavezZaSRB @Nik_Jov Djilas i Jovanovic novi tandem, imaju isti cilj a to je kako da se docepaju fotelja.",1
"Pozicija i opozicija da se tera u 100 pički materina........... Sami ćemo da sjebemo Državu, bez vaše pomoći.",0
